domain,signal_score,signal_trust,signals,high_trust_signals,medium_trust_signals,low_trust_signals,wildcard_dns,wildcard_addresses
chameleon.io,14,high,api|docs|developers|app|dashboard|status,api|docs|developers,app|dashboard,status,0,""
composio.dev,14,high,docs|auth|platform|app|dashboard|status,docs|auth|platform,app|dashboard,status,0,""
coxautoinc.com,14,high,api|docs|developer|auth|app,api|docs|developer|auth,app,"",0,""
ebay.com,14,high,api|docs|developer|auth|app,api|docs|developer|auth,app,"",0,""
grab.com,14,high,api|developer|developers|console|app,api|developer|developers|console,app,"",0,""
intenseye.com,14,high,api|docs|auth|app|dashboard|status,api|docs|auth,app|dashboard,status,0,""
jio.com,14,high,api|developer|developers|auth|dashboard,api|developer|developers|auth,dashboard,"",0,""
linkedin.com,14,high,api|developer|developers|platform|app,api|developer|developers|platform,app,"",0,""
livechatinc.com,14,high,api|docs|developers|app|dashboard|status,api|docs|developers,app|dashboard,status,0,""
moengage.com,14,high,api|docs|developers|app|dashboard|status,api|docs|developers,app|dashboard,status,0,""
moonpay.com,14,high,api|docs|auth|app|dashboard|status,api|docs|auth,app|dashboard,status,0,""
mux.com,14,high,api|docs|auth|app|dashboard|status,api|docs|auth,app|dashboard,status,0,""
oculus.com,14,high,api|developer|developers|auth|dashboard,api|developer|developers|auth,dashboard,"",0,""
promptarmor.com,14,high,api|docs|auth|platform|app,api|docs|auth|platform,app,"",0,""
redbull.com,14,high,api|developer|developers|auth|app,api|developer|developers|auth,app,"",0,""
screenconnect.com,14,high,api|docs|platform|app|dashboard|status,api|docs|platform,app|dashboard,status,0,""
servicenow.com,14,high,api|docs|developer|developers|app,api|docs|developer|developers,app,"",0,""
starbucks.com,14,high,docs|developer|developers|auth|app,docs|developer|developers|auth,app,"",0,""
tcgplayer.com,14,high,api|docs|developer|auth|app,api|docs|developer|auth,app,"",0,""
thomsonreuters.com,14,high,api|developer|developers|auth|app,api|developer|developers|auth,app,"",0,""
twitter.com,14,high,api|developer|developers|platform|dashboard,api|developer|developers|platform,dashboard,"",0,""
ucdavis.edu,14,high,api|developers|auth|app|dashboard|status,api|developers|auth,app|dashboard,status,0,""
videoamp.com,14,high,api|docs|platform|console|app,api|docs|platform|console,app,"",0,""
wps.cn,14,high,api|docs|auth|platform|app,api|docs|auth|platform,app,"",0,""
acronis.com,13,high,docs|developer|developers|auth|status,docs|developer|developers|auth,"",status,0,""
afterpay.com,13,high,api|docs|developers|auth|status,api|docs|developers|auth,"",status,0,""
akamai.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
antavo.com,13,high,api|docs|developers|platform|status,api|docs|developers|platform,"",status,0,""
anthropic.com,13,high,api|docs|platform|console|status,api|docs|platform|console,"",status,0,""
anyscale.com,13,high,api|docs|auth|console|status,api|docs|auth|console,"",status,0,""
azureedge.net,13,high,docs|developer|auth|console|status,docs|developer|auth|console,"",status,0,""
azurewebsites.net,13,high,docs|developer|auth|platform|status,docs|developer|auth|platform,"",status,0,""
bazaarvoice.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
classlink.com,13,high,docs|developer|developers|auth|status,docs|developer|developers|auth,"",status,0,""
comcast.net,13,high,developer|developers|auth|console|status,developer|developers|auth|console,"",status,0,""
conviva.com,13,high,api|docs|developer|auth|status,api|docs|developer|auth,"",status,0,""
digitalocean.com,13,high,api|docs|developers|console|status,api|docs|developers|console,"",status,0,""
feedly.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
github.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
here.com,13,high,docs|developer|developers|platform|status,docs|developer|developers|platform,"",status,0,""
hetzner.com,13,high,api|docs|developers|console|status,api|docs|developers|console,"",status,0,""
jampp.com,13,high,api|developers|auth|app|dashboard,api|developers|auth,app|dashboard,"",0,""
linear.app,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
mistral.ai,13,high,api|docs|auth|console|status,api|docs|auth|console,"",status,0,""
myqnapcloud.com,13,high,developer|developers|platform|console|status,developer|developers|platform|console,"",status,0,""
news.com.au,13,high,api|developer|auth|app|dashboard,api|developer|auth,app|dashboard,"",0,""
nextdoor.com,13,high,api|docs|developer|auth|status,api|docs|developer|auth,"",status,0,""
openai.com,13,high,api|developers|auth|platform|status,api|developers|auth|platform,"",status,0,""
osano.com,13,high,api|docs|developers|auth|status,api|docs|developers|auth,"",status,0,""
petsapp.com,13,high,api|docs|auth|app|dashboard,api|docs|auth,app|dashboard,"",0,""
postman.com,13,high,api|developer|developers|auth|status,api|developer|developers|auth,"",status,0,""
redis.com,13,high,docs|developer|developers|auth|status,docs|developer|developers|auth,"",status,0,""
samsungknox.com,13,high,api|docs|developer|console|status,api|docs|developer|console,"",status,0,""
sjtu.edu.cn,13,high,api|developer|auth|app|dashboard,api|developer|auth,app|dashboard,"",0,""
specific.dev,13,high,api|docs|auth|app|dashboard,api|docs|auth,app|dashboard,"",0,""
stability.ai,13,high,api|docs|auth|platform|status,api|docs|auth|platform,"",status,0,""
stanford.edu,13,high,api|docs|auth|app|dashboard,api|docs|auth,app|dashboard,"",0,""
telerik.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
themoviedb.org,13,high,api|developer|developers|auth|status,api|developer|developers|auth,"",status,0,""
toasttab.com,13,high,api|developer|developers|auth|status,api|developer|developers|auth,"",status,0,""
trulia.com,13,high,api|developer|auth|app|dashboard,api|developer|auth,app|dashboard,"",0,""
trustpilot.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
tunein.com,13,high,api|docs|developer|developers|status,api|docs|developer|developers,"",status,0,""
ubermetrics-technologies.com,13,high,api|docs|developers|app|dashboard,api|docs|developers,app|dashboard,"",0,""
upstash.com,13,high,api|docs|developer|console|status,api|docs|developer|console,"",status,0,""
upwork.com,13,high,api|developer|developers|auth|status,api|developer|developers|auth,"",status,0,""
walkme.com,13,high,api|developer|auth|console|status,api|developer|auth|console,"",status,0,""
webex.com,13,high,api|developer|developers|auth|status,api|developer|developers|auth,"",status,0,""
zapier.com,13,high,api|docs|developer|platform|status,api|docs|developer|platform,"",status,0,""
aditude.io,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
admixer.net,12,high,api|docs|auth|platform,api|docs|auth|platform,"","",0,""
adroll.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
affirm.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
airgateway.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
amazon.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
apollo.io,12,high,api|docs|developer|app|status,api|docs|developer,app,status,0,""
applovin.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
ashbyhq.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
atera.com,12,high,api|auth|platform|app|status,api|auth|platform,app,status,0,""
att.com,12,high,api|docs|developer|auth,api|docs|developer|auth,"","",0,""
attio.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
avatao.com,12,high,docs|developer|auth|platform,docs|developer|auth|platform,"","",0,""
axon.ai,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
bitpanda.com,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
booking.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
braze.com,12,high,api|developer|platform|dashboard|status,api|developer|platform,dashboard,status,0,""
cdc.gov,12,high,api|docs|developer|auth,api|docs|developer|auth,"","",0,""
chainalysis.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
citi.com,12,high,api|docs|developer|auth,api|docs|developer|auth,"","",0,""
clio.com,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
customer.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
cyscale.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
dartmouth.edu,12,high,api|developer|console|dashboard|status,api|developer|console,dashboard,status,0,""
datadome.co,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
deezer.com,12,high,api|developers|auth|platform,api|developers|auth|platform,"","",0,""
dell.com,12,high,api|docs|developer|console,api|docs|developer|console,"","",0,""
descript.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
docker.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
docusign.com,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
dominos.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
domru.ru,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
enapi.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
escape.tech,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
espn.com,12,high,api|developer|developers|platform,api|developer|developers|platform,"","",0,""
fabric.so,12,high,api|docs|developers|auth,api|docs|developers|auth,"","",0,""
facebook.com,12,high,api|developer|developers|platform,api|developer|developers|platform,"","",0,""
fireworks.ai,12,high,api|docs|developer|app|status,api|docs|developer,app,status,0,""
flipsnack.com,12,high,api|developers|auth|app|status,api|developers|auth,app,status,0,""
fullstory.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
gettyimages.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
go1.com,12,high,api|developers|auth|app|status,api|developers|auth,app,status,0,""
godaddy.com,12,high,api|developer|developers|dashboard|status,api|developer|developers,dashboard,status,0,""
google.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
grammarly.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
growthbook.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
heroku.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
holidu.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
hpe.com,12,high,docs|developer|developers|auth,docs|developer|developers|auth,"","",0,""
hubspot.com,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
ihg.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
imo.im,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
indeed.com,12,high,docs|developer|auth|console,docs|developer|auth|console,"","",0,""
infinite.dev,12,high,api|docs|console|app|status,api|docs|console,app,status,0,""
instagram.com,12,high,api|developers|auth|platform,api|developers|auth|platform,"","",0,""
intercom.io,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
it.com,12,high,docs|developer|developers|console,docs|developer|developers|console,"","",0,""
iterable.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
klarna.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
kontur.ru,12,high,api|developer|auth|platform,api|developer|auth|platform,"","",0,""
linkup.so,12,high,api|docs|platform|app|status,api|docs|platform,app,status,0,""
marketo.com,12,high,docs|developer|developers|app|status,docs|developer|developers,app,status,0,""
matomo.org,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
matterway.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
meethue.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
meituan.com,12,high,api|docs|developer|platform,api|docs|developer|platform,"","",0,""
mews.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
microsoft.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
mit.edu,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
mos.ru,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
mygaru.com,12,high,api|docs|auth|platform,api|docs|auth|platform,"","",0,""
nexhealth.com,12,high,docs|developers|auth|app|status,docs|developers|auth,app,status,0,""
nokia.com,12,high,api|developer|auth|platform,api|developer|auth|platform,"","",0,""
omnea.co,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
oneleet.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
oray.com,12,high,api|developer|auth|console,api|developer|auth|console,"","",0,""
oreilly.com,12,high,api|docs|console|app|status,api|docs|console,app,status,0,""
pcloud.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
pendo.io,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
pinecone.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
pinterest.com,12,high,api|developer|developers|app|status,api|developer|developers,app,status,0,""
pleo.io,12,high,api|developers|auth|app|status,api|developers|auth,app,status,0,""
plex.tv,12,high,api|docs|developer|app|status,api|docs|developer,app,status,0,""
powernaut.io,12,high,api|docs|console|app|status,api|docs|console,app,status,0,""
ps.kz,12,high,api|docs|auth|console,api|docs|auth|console,"","",0,""
rambler.ru,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
razorpay.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
rutgers.edu,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
sas.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
scale.com,12,high,api|docs|console|dashboard|status,api|docs|console,dashboard,status,0,""
shipt.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
similarweb.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
simpleclub.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
smartsheet.com,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
sonos.com,12,high,api|docs|developer|dashboard|status,api|docs|developer,dashboard,status,0,""
soundcloud.com,12,high,api|developer|developers|dashboard|status,api|developer|developers,dashboard,status,0,""
split.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
spotify.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
stripe.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
superannotate.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
swrve.com,12,high,api|docs|developer|dashboard|status,api|docs|developer,dashboard,status,0,""
synthesia.io,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
t-mobile.com,12,high,api|docs|developer|developers,api|docs|developer|developers,"","",0,""
tailscale.com,12,high,api|docs|console|app|status,api|docs|console,app,status,0,""
tawk.to,12,high,api|docs|developer|dashboard|status,api|docs|developer,dashboard,status,0,""
telus.com,12,high,api|docs|developers|auth,api|docs|developers|auth,"","",0,""
tenable.com,12,high,api|docs|developer|app|status,api|docs|developer,app,status,0,""
tenderly.co,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
textcortex.com,12,high,api|docs|console|app|status,api|docs|console,app,status,0,""
tidal.com,12,high,api|docs|developer|auth,api|docs|developer|auth,"","",0,""
tide.co,12,high,api|docs|developers|app|status,api|docs|developers,app,status,0,""
tomtom.com,12,high,api|docs|developer|dashboard|status,api|docs|developer,dashboard,status,0,""
tradingeconomics.com,12,high,api|docs|developer|app|status,api|docs|developer,app,status,0,""
tzafon.ai,12,high,api|docs|auth|platform,api|docs|auth|platform,"","",0,""
unity.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
userlane.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
usersnap.com,12,high,api|docs|platform|app|status,api|docs|platform,app,status,0,""
vestigas.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
vidyard.com,12,high,api|developer|auth|app|status,api|developer|auth,app,status,0,""
visa.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
wayflyer.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
wealthkernel.com,12,high,api|docs|auth|dashboard|status,api|docs|auth,dashboard,status,0,""
writesonic.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
wurl.com,12,high,api|docs|auth|platform,api|docs|auth|platform,"","",0,""
zappos.com,12,high,api|developer|developers|auth,api|developer|developers|auth,"","",0,""
zincwork.com,12,high,api|docs|auth|app|status,api|docs|auth,app,status,0,""
admanmedia.com,11,high,api|docs|console|dashboard,api|docs|console,dashboard,"",0,""
altrina.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
amplience.net,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
arcjet.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
autone.io,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
avg.com,11,high,developer|platform|console|app,developer|platform|console,app,"",0,""
bestbuy.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
better-auth.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
bidmachine.io,11,high,api|docs|developers|dashboard,api|docs|developers,dashboard,"",0,""
bkn.go.id,11,high,api|docs|auth|dashboard,api|docs|auth,dashboard,"",0,""
bradesco.com.br,11,high,api|developers|console|app,api|developers|console,app,"",0,""
cabify.com,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
casco.com,11,high,api|auth|console|app,api|auth|console,app,"",0,""
com.se,11,high,api|docs|platform|app,api|docs|platform,app,"",0,""
contextsdk.com,11,high,api|docs|console|dashboard,api|docs|console,dashboard,"",0,""
dantri.com.vn,11,high,api|docs|console|app,api|docs|console,app,"",0,""
deepl.com,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
douban.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
