domain,signal_score,signal_trust,signals,high_trust_signals,medium_trust_signals,low_trust_signals,wildcard_dns,wildcard_addresses
oanda.com,16,high,api|docs|developer|auth|app|dashboard,api|docs|developer|auth,app|dashboard,"",0,""
paddle.com,16,high,api|docs|developer|developers|auth|status,api|docs|developer|developers|auth,"",status,0,""
redhat.com,16,high,docs|developer|developers|auth|console|status,docs|developer|developers|auth|console,"",status,0,""
rhombus.com,16,high,api|docs|developer|auth|console|status,api|docs|developer|auth|console,"",status,0,""
scaleway.com,16,high,api|docs|developer|developers|console|status,api|docs|developer|developers|console,"",status,0,""
signageos.io,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
snapfinance.com,16,high,api|developer|developers|auth|app|dashboard,api|developer|developers|auth,app|dashboard,"",0,""
teamworksapp.com,16,high,api|docs|developers|auth|platform|status,api|docs|developers|auth|platform,"",status,0,""
thebackend.io,16,high,api|docs|developer|auth|console|status,api|docs|developer|auth|console,"",status,0,""
wikimedia.org,16,high,api|docs|developer|developers|auth|status,api|docs|developer|developers|auth,"",status,0,""
x.ai,16,high,api|docs|auth|platform|console|status,api|docs|auth|platform|console,"",status,0,""
yi.org,16,high,api|developer|auth|platform|app|dashboard,api|developer|auth|platform,app|dashboard,"",0,""
yubico.com,16,high,api|docs|developer|developers|console|status,api|docs|developer|developers|console,"",status,0,""
zoho.ae,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zoho.com.au,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zoho.com.cn,16,high,api|docs|developer|auth|platform|status,api|docs|developer|auth|platform,"",status,0,""
zoho.eu,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zoho.in,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zoho.jp,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zoho.sa,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
zohocloud.ca,16,high,api|docs|developer|developers|platform|status,api|docs|developer|developers|platform,"",status,0,""
abtasty.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
agora.io,15,high,api|docs|developer|console|dashboard|status,api|docs|developer|console,dashboard,status,0,""
aliyun.com,15,high,api|docs|developer|console|app|status,api|docs|developer|console,app,status,0,""
amplitude.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
arquivei.com.br,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
artlogic.net,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
asapp.com,15,high,api|docs|developer|platform|app|status,api|docs|developer|platform,app,status,0,""
atspace.com,15,high,api|developer|platform|console|app|status,api|developer|platform|console,app,status,0,""
audiohook.com,15,high,api|docs|developer|console|app|status,api|docs|developer|console,app,status,0,""
backatyou.com,15,high,api|developer|developers|auth|dashboard|status,api|developer|developers|auth,dashboard,status,0,""
bale.ai,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
bexio.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
bluecore.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
bombbomb.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
cevalogistics.com,15,high,api|docs|developer|auth|platform,api|docs|developer|auth|platform,"","",0,""
changeip.co,15,high,api|docs|developer|console|dashboard|status,api|docs|developer|console,dashboard,status,0,""
checkr.com,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
circle.com,15,high,api|developers|auth|console|app|status,api|developers|auth|console,app,status,0,""
circleci.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
cisco.com,15,high,api|docs|developer|platform|app|status,api|docs|developer|platform,app,status,0,""
classy.org,15,high,api|docs|developers|platform|app|status,api|docs|developers|platform,app,status,0,""
cloudflare.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
clym.io,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
contentful.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
convex.dev,15,high,api|docs|auth|console|dashboard|status,api|docs|auth|console,dashboard,status,0,""
coram.ai,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
crazygames.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
databox.com,15,high,api|developers|auth|platform|app|status,api|developers|auth|platform,app,status,0,""
ddns.ms,15,high,api|developer|platform|console|app|status,api|developer|platform|console,app,status,0,""
devrev.ai,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
dns1.us,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
dreamdata.io,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
dreamhosters.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
easyship.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
ebanx.com,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
evisort.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
exa.ai,15,high,api|docs|auth|platform|dashboard|status,api|docs|auth|platform,dashboard,status,0,""
fastly.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
flexport.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
fluidstack.io,15,high,docs|auth|platform|console|dashboard|status,docs|auth|platform|console,dashboard,status,0,""
giraffe360.com,15,high,api|docs|developers|console|dashboard|status,api|docs|developers|console,dashboard,status,0,""
gitbook.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
gonitro.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
greenhouse.io,15,high,api|developer|developers|auth|app|status,api|developer|developers|auth,app,status,0,""
growsurf.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
hancom.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
helium.com,15,high,docs|developer|auth|console|dashboard|status,docs|developer|auth|console,dashboard,status,0,""
hopto.org,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
iadvize.com,15,high,api|developers|auth|platform|app|status,api|developers|auth|platform,app,status,0,""
inditex.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
issuu.com,15,high,api|developer|developers|auth|console,api|developer|developers|auth|console,"","",0,""
kick.com,15,high,api|docs|developers|auth|dashboard|status,api|docs|developers|auth,dashboard,status,0,""
knowlarity.com,15,high,api|developer|auth|platform|app|status,api|developer|auth|platform,app,status,0,""
kore.ai,15,high,docs|developer|auth|platform|app|status,docs|developer|auth|platform,app,status,0,""
leaddesk.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
legendsoflearning.com,15,high,api|docs|developers|console|app|status,api|docs|developers|console,app,status,0,""
linkfire.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
linkpc.net,15,high,api|docs|developer|console|app|status,api|docs|developer|console,app,status,0,""
liv.tv,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
livestorm.co,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
lokalise.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
longmusic.com,15,high,api|docs|developer|console|app|status,api|docs|developer|console,app,status,0,""
lowes.com,15,high,api|developer|developers|auth|console,api|developer|developers|auth|console,"","",0,""
mapquest.com,15,high,api|developer|developers|auth|platform,api|developer|developers|auth|platform,"","",0,""
marqeta.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
medallia.com,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
meraki.com,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
mindbodyonline.com,15,high,api|developer|developers|auth|dashboard|status,api|developer|developers|auth,dashboard,status,0,""
mx.com,15,high,api|docs|developer|auth|dashboard|status,api|docs|developer|auth,dashboard,status,0,""
nearmap.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
netapp.com,15,high,api|docs|developer|developers|console,api|docs|developer|developers|console,"","",0,""
netboxlabs.com,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
nightfall.ai,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
ometria.com,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
openshift.com,15,high,api|docs|developer|developers|dashboard|status,api|docs|developer|developers,dashboard,status,0,""
opentable.com,15,high,api|docs|developers|platform|app|status,api|docs|developers|platform,app,status,0,""
optimizely.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
ordergroove.com,15,high,api|docs|developer|auth|dashboard|status,api|docs|developer|auth,dashboard,status,0,""
particle.io,15,high,api|docs|developer|console|dashboard|status,api|docs|developer|console,dashboard,status,0,""
paylocity.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
payoneer.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
paysafe.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
phorest.com,15,high,api|developer|platform|console|app|status,api|developer|platform|console,app,status,0,""
piano.io,15,high,api|docs|developers|auth|dashboard|status,api|docs|developers|auth,dashboard,status,0,""
picsart.com,15,high,api|developer|developers|platform|dashboard|status,api|developer|developers|platform,dashboard,status,0,""
pingpongx.com,15,high,api|docs|developer|platform|console,api|docs|developer|platform|console,"","",0,""
pp.ua,15,high,api|developers|auth|console|dashboard|status,api|developers|auth|console,dashboard,status,0,""
pressreader.com,15,high,api|developers|auth|console|app|status,api|developers|auth|console,app,status,0,""
prisma.io,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
privy.io,15,high,api|docs|auth|console|dashboard|status,api|docs|auth|console,dashboard,status,0,""
pypestream.com,15,high,api|developers|auth|platform|app|status,api|developers|auth|platform,app,status,0,""
qonto.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
qpoe.com,15,high,api|developer|platform|console|app|status,api|developer|platform|console,app,status,0,""
redislabs.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
respond.io,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
ringba.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
riskified.com,15,high,api|docs|developers|auth|app|status,api|docs|developers|auth,app,status,0,""
rokt.com,15,high,api|docs|developer|developers|platform,api|docs|developer|developers|platform,"","",0,""
run.place,15,high,api|auth|platform|console|app|status,api|auth|platform|console,app,status,0,""
salesloft.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
scorpion.co,15,high,api|docs|platform|console|app|status,api|docs|platform|console,app,status,0,""
sdworx.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
seatgeek.com,15,high,api|docs|developer|auth|platform,api|docs|developer|auth|platform,"","",0,""
sf-express.com,15,high,docs|developer|developers|auth|app|status,docs|developer|developers|auth,app,status,0,""
siemens.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
sketchup.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
smile.io,15,high,api|docs|developers|platform|app|status,api|docs|developers|platform,app,status,0,""
smokeball.com,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
snowflake.com,15,high,docs|developer|developers|auth|app|status,docs|developer|developers|auth,app,status,0,""
sportradar.com,15,high,api|docs|developer|auth|console,api|docs|developer|auth|console,"","",0,""
sprinklr.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
spyfu.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
squareup.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
sumup.com,15,high,api|docs|developer|auth|dashboard|status,api|docs|developer|auth,dashboard,status,0,""
sunbit.com,15,high,api|docs|developers|platform|dashboard|status,api|docs|developers|platform,dashboard,status,0,""
synology.me,15,high,developer|developers|platform|console|dashboard|status,developer|developers|platform|console,dashboard,status,0,""
t1.cloud,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
tabnine.com,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
thousandeyes.com,15,high,api|docs|developer|platform|app|status,api|docs|developer|platform,app,status,0,""
tinfoil.sh,15,high,api|docs|auth|console|dashboard|status,api|docs|auth|console,dashboard,status,0,""
tomorrow.io,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
topazlabs.com,15,high,api|docs|developer|auth|app|status,api|docs|developer|auth,app,status,0,""
toythieves.com,15,high,api|docs|developer|platform|app|status,api|docs|developer|platform,app,status,0,""
truelayer.com,15,high,api|docs|auth|console|app|status,api|docs|auth|console,app,status,0,""
uber.com,15,high,api|docs|developer|developers|auth,api|docs|developer|developers|auth,"","",0,""
ucsd.edu,15,high,api|docs|developer|auth|dashboard|status,api|docs|developer|auth,dashboard,status,0,""
unbounce.com,15,high,api|docs|developer|developers|app|status,api|docs|developer|developers,app,status,0,""
upcloud.com,15,high,api|developers|auth|console|app|status,api|developers|auth|console,app,status,0,""
us.com,15,high,api|developers|auth|platform|console,api|developers|auth|platform|console,"","",0,""
usabilla.com,15,high,api|docs|developers|console|app|status,api|docs|developers|console,app,status,0,""
veeqo.com,15,high,api|developer|developers|auth|app|status,api|developer|developers|auth,app,status,0,""
verizon.com,15,high,api|developer|developers|auth|console,api|developer|developers|auth|console,"","",0,""
