domain,name,source,icp_tier,icp_score,signal_score,signal_trust,tags,batch,team_size,location,one_liner,has_api,has_mcp,outreach_priority,outreach_reason,company_url
corelayer.com,Corelayer,yc_developer_tools,ICP 1,13,8,high,enterprise-software|ai|artificial-intelligence|b2b|developer-tools,w2026,2,"San Francisco, CA, USA",AI on-call engineer that debugs using data,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/corelayer
cronofy.com,Cronofy,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://cronofy.com
crowd.dev,Crowd.dev,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://crowd.dev
cyscale.com,Cyscale,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://cyscale.com
didit.me,Didit,yc_saas,ICP 1,13,7,high,artificial-intelligence|saas|identity,w2026,12,"San Francisco, CA, USA",All-in-one identity platform for fast human verification.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/didit
djust.io,Djust,speedinvest,ICP 2,7,3,high,AI & Infra,2025,,France,Modular B2B commerce platform automating sales operations,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.djust.io/
dottxt.ai,.txt,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://dottxt.ai
dragandbot.com,drag&bot,speedinvest,ICP 2,7,11,high,Climate Tech & Industrial Tech,2018,,Germany,Supporting production companies to cost-effectively automate with industrial robots.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.dragandbot.com/
dreamdata.io,Dreamdata,seedcamp,ICP 1,5,15,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://dreamdata.io
endclose.com,End Close,yc_saas,ICP 1,13,9,high,payments|b2b|saas|fintech|ai,w2026,2,"San Francisco, CA, USA",AI powered reconciliation for high-volume payments companies,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/end-close
evercontact.com,Evercontact,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://evercontact.com
ezra.com,Ezra,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://ezra.com
fabric.so,Fabric,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://fabric.so
faks.co,Faks,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://faks.co
finary.com,Finary,speedinvest,ICP 2,7,5,high,Fintech & DeFi,2021,,France,"Track all investments automatically and in real-time, regardless of the asset class.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://finary.com
fishbrain.com,Fishbrain,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://fishbrain.com
flagcat.studio,Flagcat,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://flagcat.studio
flowdesk.co,Flowdesk,speedinvest,ICP 2,7,6,high,Growth,2022,,France,Allowing web3 token issuers to manage their liquidity actively through Market-Making as a Service.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://flowdesk.co/
flowengineering.com,Flow,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://flowengineering.com
flyskyflow.com,Skyflow,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://flyskyflow.com
freqens.com,Freqens,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://freqens.com
fullview.io,Fullview,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://fullview.io
gameye.com,Gameye,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://gameye.com
gdevelop.io,GDevelop,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://gdevelop.io
getadri.ai,Adri AI,yc_security,ICP 1,13,6,high,compliance|security|sales|artificial-intelligence,w2023,2,"San Francisco, CA, USA",Vanta for AI,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/adri-ai
getagent.co.uk,Getagent,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://getagent.co.uk
getbyrd.com,byrd,speedinvest,ICP 2,7,8,high,Marketplaces & Consumer,2017,,Germany,B2B marketplace for full-service ecommerce fulfillment.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://getbyrd.com/
getjelly.co.uk,Jelly,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://getjelly.co.uk
getmundi.app,Mundi,speedinvest,ICP 2,7,3,high,Fintech & DeFi,2024,,Turkey,"Treasury-as-a-Service platform for companies without dedicated treasury teams to optimize funds in high-yield, low-risk financial products.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.getmundi.app/
getmurphy.ai,Murphy,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://getmurphy.ai
getoze.com,Ozé,speedinvest,ICP 2,7,5,high,"Middle East, Africa & Beyond",2021,,Ghana,Empowering African micro-SMEs to grow and scale.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://getoze.com/
getpliant.com,Pliant,speedinvest,ICP 2,7,5,high,Growth,2025,,Germany,A B2B payments platform built to meet the needs of high-growth businesses and embedded finance players.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.getpliant.com/
getrollee.com,Rollee,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2022,,France,Helping financial institutions to make fairer decisions by using the power of employment data.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.getrollee.com/
gigs.com,Gigs,speedinvest,ICP 2,7,18,high,Growth,2021,,United States of America,Empowering businesses to effortlessly embed telecom capabilities into their platforms.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://gigs.com/
godiligent.ai,Diligent,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2025,,United Kingdom,The autonomous AI platform for financial crime compliance.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.godiligent.ai/
gorodeo.app,Rodeo,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://gorodeo.app
gosuperscript.com,superscript,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://gosuperscript.com
grabcad.com,Grabcad,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://grabcad.com
graphy.app,Graphy,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://graphy.app
griffin.com,Griffin,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://griffin.com
gronda.eu,gronda,speedinvest,ICP 2,7,3,high,Marketplaces & Consumer,2015,,Austria,Career platform for the hospitality and gastronomy sector.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://gronda.eu/
grover.com,Grover,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://grover.com
gusto.com,Gusto,yc_b2b,ICP 3,12,9,high,b2b|payroll|health-insurance,w2012,2400,"San Francisco, CA, USA",Provides growing businesses with everything to take care of their team,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/gusto
haaven.com,Haaven,speedinvest,ICP 2,7,6,high,Marketplaces & Consumer,2024,,Netherlands,"A homebuilding platform surrounding customers with the best architects, engineers, and builders.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.haaven.com
holvi.com,Holvi,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2014,,Finland,"Digital banking for entrepreneurs, sole traders, and business owners.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.holvi.com/
hopin.com,Hopin,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://hopin.com
hubblehq.com,Hubble,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://hubblehq.com
humanity.health,Humanity,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://humanity.health
hyperspell.com,Hyperspell,yc_developer_tools,ICP 1,13,9,high,machine-learning|b2b|infrastructure|developer-tools|artificial-intelligence,f2025,3,"San Francisco, CA, USA",Memory for AI Agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/hyperspell
invesdor.com,Invesdor,speedinvest,ICP 2,7,3,high,Fintech & DeFi,2014,,Finland,Digital investment and financing platform for companies of all sizes.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.invesdor.com/en-gb/
investly.co,Investly,speedinvest,ICP 2,7,5,high,Fintech & DeFi,2015,,Estonia,SME access to working capital through invoice financing.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.investly.co/
itchpet.com,Itch,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://itchpet.com
joinstepladder.com,StepLadder,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://joinstepladder.com
julaya.co,Julaya,speedinvest,ICP 2,7,6,high,Marketplaces & Consumer,2022,,Ivory Coast,Enabling companies to perform all their financial transactions in one single interface.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://julaya.co
juli.co,Juli,speedinvest,ICP 2,7,4,high,Health & Bio,2022,,Switzerland,Improving life for people with chronic conditions.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.juli.co/team
kareinn.com,KareInn,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://kareinn.com
kasko.io,Kasko,seedcamp,ICP 1,5,11,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://kasko.io
kema.co,Kema,speedinvest,ICP 2,7,5,high,"Middle East, Africa & Beyond",2023,,United Arab Emirates,"A cash flow platform helping MENA SMEs get paid faster, automate A/R, and unlock invoice financing seamlessly.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.kema.co/
kittl.com,Kittl,speedinvest,ICP 2,7,5,high,Growth,2021,,Germany,Empowering creators to create complex designs faster and easier.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.kittl.com/
klara.com,Klara,project_a,ICP 2,7,7,high,"",Seed,,New York,The healthcare messaging platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.klara.com/
labstep.com,Labstep,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://labstep.com
lemonflow.ai,Lemonflow,speedinvest,ICP 2,7,5,high,Climate Tech & Industrial Tech,2025,,Germany,The AI infrastructure layer for operations in mobility.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://lemonflow.ai/
leta.ai,Leta,speedinvest,ICP 2,7,6,high,"Middle East, Africa & Beyond",2025,,Kenya,Helping businesses optimize the movement of goods to reduce costs and minimize climate impact.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://leta.ai/
light.inc,Light,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://light.inc
liqid.de,Liqid,project_a,ICP 2,7,8,high,"",Seed,,Berlin,Data-driven platform for private wealth management,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.liqid.de/
liv.tv,LIV,seedcamp,ICP 1,5,15,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://liv.tv
lizzy-ai.com,LizzyAI,speedinvest,ICP 2,7,5,high,Marketplaces & Consumer,2025,,United States of America,"Recruiting platform that uses AI-powered interviews to help companies hire faster, fairer, and more efficiently.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.lizzy-ai.com/
loctax.com,loc.tax,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://loctax.com
maqsad.io,Maqsad,speedinvest,ICP 2,7,3,high,"Middle East, Africa & Beyond",2023,,Pakistan,Building a personalized learning platform to make high-quality education accessible to 100 million Pakistani students.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://maqsad.io/
maywoodai.com,Maywood,yc_fintech,ICP 1,13,4,high,finance|fintech|b2b|artificial-intelligence,w2026,5,"New York, NY, USA",AI for M&A,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/maywood
maze.co,Maze,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://maze.co
medefer.com,Medefer,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://medefer.com
meetciao.com,Ciao,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://meetciao.com
meilisearch.com,Meilisearch,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://meilisearch.com
memories.ai,Memories,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://memories.ai
mews.com,Mews,speedinvest,ICP 2,7,12,high,AI & Infra,2025,,Netherlands,The hospitality management platform powering modern hotels.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.mews.com/en
monese.com,Monese,seedcamp,ICP 1,5,4,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://monese.com
moonpay.com,MoonPay,speedinvest,ICP 2,7,14,high,Growth,2025,,United States of America,The global infrastructure for seamless crypto payments.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.moonpay.com
mybuilder.com,MyBuilder,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://mybuilder.com
navan.com,Navan,project_a,ICP 2,7,9,high,"",,,Palo Alto,The #1 corporate travel management platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://navan.com/
nurture.is,Nurture,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://nurture.is
octav.fi,Octav,speedinvest,ICP 2,7,8,high,AI & Infra,2022,,Canada,Know your cost-basis at all times and make better decisions.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://octav.fi/
omnea.co,Omnea,point_nine,ICP 2,10,12,high,Enterprise|Fintech|Vertical Software|AI,Pre-seed,,"London, UK","Omnea is an AI-native procurement and supplier relationship management platform that streamlines intake, approvals, and renewals, centralizes supplier data, and automates third‑party risk and performance workflows across systems.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.omnea.co/
oneleet.com,Oneleet,yc_security,ICP 2,13,12,high,b2b|compliance|security|saas|artificial-intelligence,s2022,50,,"YC's most popular security compliance platform (SOC 2, ISO 27001,…",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/oneleet
oneshot.ai,OneShot,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://oneshot.ai
onitbank.com,Onit,speedinvest,ICP 2,7,3,high,"Middle East, Africa & Beyond",2023,,Kenya,"Building your bank, free from hidden fees.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.onitbank.com/
overwatchdata.ai,Overwatch,yc_security,ICP 1,13,5,high,saas|supply-chain|ai|cybersecurity,s2022,5,"New York, NY, USA","Enterprise software for strategic, risk, and cyber fraud intelligence",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/overwatch
pacerevenue.com,Pace Revenue,speedinvest,ICP 2,7,5,high,Exits,2016,,United Kingdom,Hospitality revenue management platform utilizing machine learning and statistical modelling.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.pacerevenue.com/
paceup.com,Pace,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://paceup.com
pactum.com,Pactum,project_a,ICP 2,7,6,high,"",Seed,,Mountain View,AI Negotiation Platform Company,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://pactum.com/
pairnow.ai,Pair,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pairnow.ai
pally.com,Pally,yc_productivity,ICP 1,13,5,high,productivity|search|consumer|b2b|artificial-intelligence,s2025,3,"San Francisco, CA, USA",Intelligent Unified Inbox + Personal CRM,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/pally
papayadash.com,Papaya,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://papayadash.com
paysponge.com,Sponge,yc_saas,ICP 1,13,3,high,payments|crypto-web3|fintech|artificial-intelligence|saas,w2026,3,,Financial infrastructure for the agent economy,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/sponge
pelikan-mobility.com,Pelikan Mobility,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pelikan-mobility.com
peony.ink,Peony,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://peony.ink
plakar.io,Plakar,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://plakar.io
pleo.io,Pleo,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pleo.io
podium.com,Podium,yc_saas,ICP 3,12,18,high,ai|saas|b2b|fintech,w2016,1000,"Lehi, UT, USA",Get more leads. Make more money. ,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/podium
popsink.com,Popsink,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://popsink.com
powernaut.io,Powernaut,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://powernaut.io
precium.com,Precium,speedinvest,ICP 2,7,9,high,"Middle East, Africa & Beyond",2022,,South Africa,The first African payments platform purpose-built for enterprise.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.precium.com/
prewave.ai,Prewave,speedinvest,ICP 2,7,5,high,Growth,2018,,Austria,Predicting supply chain and sustainability risks.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.prewave.ai/
primer.io,Primer,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2020,,United Kingdom,Helping online merchants power the best commerce experiences in the world.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://primer.io/
propertypartner.co,Property Partner,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://propertypartner.co
